id,name,popularity,artist_id,artist_name,artist_popularity,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms
3sLKKeO2zLMYnbaJffHLIO,Job in the City,31,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,10,1,4,0.00672,0.272,0.845,1.79e-05,0.34,-5.997,0.057,0.432,136.601,223635
3jObeOKjVIzRCUaQpVAscs,Sun & Moon (ABGT300),27,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,4,0,4,0.0155,0.427,0.835,0.0294,0.743,-9.767,0.254,0.0519,131.009,416505
6VA0rglxirXEj6dkv3hbXD,Above And Beyond,19,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,9,1,3,0.00499,0.307,0.834,0.0697,0.17,-5.281,0.0818,0.439,196.14,330813
7jji8nfxJ84AJkUSpgruPL,We're All We Need,52,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,3,1,4,0.744,0.565,0.484,0.000333,0.412,-8.722,0.0424,0.115,127.011,262427
4rfhAoZjGwraqwX1w47uij,Sun & Moon - Original Mix,51,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,0,4,0.0228,0.682,0.524,0.0138,0.11,-8.061,0.0918,0.194,133.998,326267
4jAVGG1TYWfAKBh75YeNva,Sun & Moon - Marcus Schossow Remix,20,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,0,4,0.0016,0.708,0.72,0.655,0.631,-8.408,0.111,0.14,128.972,446510
2i6njBLDxHRgMVVvGri8Zu,Reverie - PINES Remix,52,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,1,4,0.0602,0.444,0.511,0.000444,0.0676,-8.76,0.0329,0.103,149.992,275364
5NKI8bo875m5AwFaJR8tFL,Liberate - Live in London 2002,37,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,1,4,5.7e-05,0.204,0.994,1.01e-06,0.971,-4.393,0.251,0.0995,76.004,217973
6wsmXduFN4XMJ7ZwfEX52T,Believer,52,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,8,1,3,0.942,0.495,0.152,0.964,0.173,-19.255,0.0286,0.0985,96.992,131827
4pBvs97vlgEHoBmbM1HCAT,Parades Go By,28,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,5,1,4,0.877,0.632,0.242,0.00978,0.0722,-9.291,0.0293,0.548,112.063,176560
1uzVflP0lQf3NFCh51bSvr,"""Mike, Aaron And Eddie""",34,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,4,0,4,0.242,0.806,0.848,1.22e-06,0.0893,-4.949,0.28,0.672,83.958,245867
6i9zEps9EdkonvPgiietJb,Disarm,30,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,5,0,4,0.018,0.721,0.935,0.000346,0.286,-3.977,0.0862,0.733,127.003,231574
3Z2Hfs0X02mBpK46ZcaNgm,Above and Beyond,18,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,7,1,4,0.165,0.569,0.853,1.04e-05,0.113,-5.905,0.0604,0.89,140.002,156773
6KjTXwntv8paBCL3El9TnV,Sahara Love - Seven Lions Remix,50,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,0,4,0.0418,0.275,0.659,4.15e-05,0.079,-5.631,0.039,0.149,144.908,322893
5VEnEBqQyt4I836JZFVHyr,Diving Out Of Love (Tritonia 320),3,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,1,0,4,0.0376,0.285,0.826,0.447,0.195,-8.948,0.0345,0.189,127.946,360000
1LhZvAOYbZDUCYI1X33IZq,Together Again,27,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,0,1,4,0.0378,0.897,0.708,0.0643,0.0686,-7.145,0.083,0.761,123.077,247573
27uDzcnktuJiP9gAtVc9zS,Together Again - Jimmy Jam Deeper Radio Edit,23,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,9,0,4,0.562,0.676,0.216,0.0318,0.163,-8.628,0.0395,0.208,58.011,238067
3axMWDdxMgHo6fMT7VuGcd,The Mirror And The Ripper,44,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,9,0,4,0.000507,0.339,0.932,0.00141,0.31,-4.673,0.0737,0.581,121.448,239947
28P4Ojipw8nO2Chcj6u6jZ,no one but u,26,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,1,0,3,0.299,0.688,0.485,0.0,0.126,-6.901,0.0241,0.212,133.915,171940
5ILnxPtoNxHlD4oBHWbO2A,Sun & Moon - Above & Beyond Club Mix [Mixed],23,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,0,4,0.00361,0.707,0.69,0.169,0.358,-6.649,0.0683,0.176,133.049,407256
6poaggkSYGIoUjyuippcQ2,Northern Soul,51,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,5,0,4,0.0298,0.569,0.543,0.000187,0.183,-11.138,0.0631,0.121,127.983,335853
10X2Gzz402veKjHbdCY6jH,The Naming Of Cats,30,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,5,0,4,0.924,0.404,0.534,0.0,0.349,-16.951,0.878,0.079,62.168,181693
7rwS7lcHkv6qJuVZiOlL7T,Beyond the Horizon,29,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,5,1,4,0.653,0.675,0.39,0.0002,0.104,-9.962,0.0337,0.317,106.055,334773
0U2nsMdZ3MYUqjjbV2EWKs,Hero,32,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,2,1,4,0.183,0.629,0.733,0.0,0.115,-9.199,0.17,0.508,91.031,214397
7sdIETkixVNNRxnF0DlAiF,More,15,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,0,1,4,0.0288,0.539,0.663,0.0,0.07,-7.1,0.0284,0.374,108.01,241173
0eI0VJbVylT6xGnaDZSFhn,Heaven Sent,31,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,2,1,4,0.0794,0.65,0.884,0.0,0.332,-5.644,0.46,0.604,105.658,154187
537X43frgJZP7wucoqlUtj,Atlas Please,27,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,3,0,4,0.0129,0.441,0.89,0.00959,0.239,-5.595,0.0408,0.789,170.073,169511
1Hiz6t7JeloJphT8YibNmH,Above And Beyond,13,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,8,1,4,0.591,0.6,0.497,0.0,0.0898,-8.83,0.0445,0.666,73.931,147600
3BYX8Yfeq03RzsnUfspO9B,Game Changer,22,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,0,4,0.0015,0.614,0.797,0.00197,0.0831,-6.768,0.127,0.367,84.891,183529
00yzOk2tJB4rSOnWEXiZEg,Dream Like I Do - Extended Mix,30,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,2,0,4,0.00455,0.523,0.966,0.587,0.238,-8.273,0.114,0.0846,135.971,465882
7rUi1HpzWTsmG97R1Vk8WT,The Company Store,8,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,7,1,4,0.714,0.576,0.332,0.0,0.239,-10.853,0.0499,0.486,114.299,171533
2qbIpR0o1dA2DMeABA9oRi,Struggle,22,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,5,0,4,0.00509,0.648,0.825,3.11e-05,0.209,-8.107,0.035,0.425,96.014,286600
1HqTuFVsY0IqTcUWoiMY4O,Elvis and Andy,25,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,7,1,4,0.0711,0.715,0.718,0.00334,0.327,-10.383,0.0345,0.934,126.998,209960
4KpXk13YOML7ayS7qB1jAm,Intentions,24,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,7,1,4,0.122,0.642,0.669,8.41e-06,0.0709,-7.492,0.0394,0.165,102.044,204305
0BbdmqMsNFzi7bUoRQZoDw,World On Fire - 12 Inch Mix (Mixed),48,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,4,0,4,0.000669,0.534,0.995,0.0166,0.304,-5.235,0.0716,0.268,137.009,322334
0q2gABfE02TGMoR8wxkUB1,Above and Beyond,47,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,0,1,4,0.699,0.437,0.43,0.951,0.0977,-13.502,0.0417,0.241,130.027,173760
0grMKtIZ6KyHXczsbc6xUM,Sun In Your Eyes,49,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,7,0,5,0.872,0.121,0.311,0.91,0.0913,-16.068,0.0377,0.0379,179.395,277827
0zOjEZqiZAQDcgoaYGMgJD,Good To Be Home,9,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,2,1,4,0.362,0.566,0.857,0.0,0.126,-3.813,0.0633,0.413,157.978,205920
69F5p0HGVSjNbvmQjtdzpG,Liberate - Live Version,32,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,1,4,0.000109,0.264,0.994,4.78e-05,0.888,-3.666,0.233,0.15,150.557,228840
57vnteSdPw1r0KPK6GKB3z,Thing Called Love - Edit,43,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,3,0,4,0.0013,0.481,0.63,0.0,0.363,-5.971,0.0385,0.293,134.12,170149
0STkNvBDD8mFcszWjbGaPA,Don't Leave,48,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,5,1,3,0.925,0.23,0.124,0.972,0.116,-23.289,0.0363,0.0634,70.494,137653
5Sc5lxO4ox1wHfIrspiCyl,Crash,47,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,0,1,4,0.000397,0.415,0.952,0.91,0.303,-6.84,0.0495,0.353,131.545,278160
6pmnsye0x8dRD1pyNsLHsD,Patriots [ABGT177],21,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,10,0,4,0.000345,0.45,0.783,0.00989,0.625,-6.751,0.0875,0.118,127.094,181441
0L833Gv6GnHNUXybGXVt9W,Piscine Pool,8,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,7,0,4,0.0231,0.627,0.85,0.0,0.124,-4.129,0.122,0.645,116.866,166467
5LkPZxEqY8EnwOdcLWRaM2,Together Again - DJ Premier 100 In A 50 Remix,19,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,11,1,4,0.165,0.72,0.657,1.38e-06,0.226,-6.549,0.0339,0.494,93.087,323867
42lDOYXy3yxlJPFuMBo5XD,Sun & Moon - Live,22,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,0,4,0.00991,0.561,0.822,0.0226,0.23,-10.134,0.0825,0.0881,131.952,392626
2DcJgbkcus5G7TrJZZwsuh,Homecoming,45,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,2,1,4,0.246,0.323,0.215,0.8,0.151,-18.767,0.0379,0.074,109.944,98133
6BHd8SG3OHRLQuzWwM2l0S,No One On Earth (ABGT400) - gardenstate Remix,46,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,1,1,4,0.00399,0.518,0.95,0.366,0.211,-6.812,0.0464,0.072,126.466,288433
0GTHQhn0FcfP3niAulGsq8,Above And Beyond,26,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,1,1,4,0.161,0.583,0.752,0.00277,0.221,-7.903,0.0253,0.655,167.966,270973
7j5Tuw8GwfeziCf6EBv24V,Upgrade^Brigade,20,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,0,0,4,6.37e-05,0.366,0.811,1.13e-05,0.299,-4.514,0.0415,0.424,114.585,234173
4oA8Gbpuc3e3h7K9xMf30H,Found You,32,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,9,1,3,0.133,0.701,0.535,0.0,0.0911,-9.638,0.038,0.265,119.935,180500
1Dgzzp8WKx1i0APgfk6lxP,Love Is Not Enough (ABGT400) - Jody Wisternoff & James Grant Remix,45,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,3,1,4,0.00254,0.579,0.823,0.143,0.188,-10.373,0.0396,0.0373,120.958,95238
7BAwKqeoalnzF5JGVzPKS7,Put Me on a Pond,30,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,6,1,4,0.285,0.696,0.725,1e-05,0.118,-5.587,0.0281,0.561,120.07,247440
29ExhtIxRc3nvITyL4dIZ0,Dragonfly,15,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,0,0,4,0.00286,0.692,0.985,0.00518,0.0929,-3.564,0.0294,0.952,133.992,198427
3QLefzYgZWvRLq7bQHiBcE,The Prophet,24,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,70,5,1,4,1.88e-05,0.505,0.964,0.902,0.306,-4.082,0.0965,0.224,101.993,177067
68UW3plyDDNg1dkNIZRezJ,Tinted Eyes (feat. blackbear & 24kGoldn),73,5X4LWwbUFNzPkEas04uU82,DVBBS,70,5,0,4,0.00598,0.743,0.801,2.46e-05,0.178,-4.097,0.0343,0.381,121.965,175082
6qsZogIYZl976t9RyRqPjO,Swim,59,5X4LWwbUFNzPkEas04uU82,DVBBS,70,2,0,4,0.17,0.721,0.756,3.09e-06,0.469,-5.518,0.0343,0.602,125.978,172269
4fCE1SCDulouoac9Q8XroU,West Coast (feat. Quinn XCII),65,5X4LWwbUFNzPkEas04uU82,DVBBS,70,5,0,4,0.00248,0.714,0.798,0.000678,0.103,-4.239,0.0612,0.659,119.017,150819
5aMOyzlybtTICvD6XRGctm,Tsunami - Original Mix,45,5X4LWwbUFNzPkEas04uU82,DVBBS,70,4,0,4,0.0483,0.699,0.839,0.655,0.0897,-5.353,0.0481,0.264,128.026,236707
7mSu3xUir7sG81HeBl5RVf,Swim,56,5X4LWwbUFNzPkEas04uU82,DVBBS,70,2,0,4,0.17,0.721,0.756,3.09e-06,0.469,-5.518,0.0343,0.602,125.978,172269
5BLRlpMYsxeMMOjrcWRhIs,IDWK,59,5X4LWwbUFNzPkEas04uU82,DVBBS,70,1,1,4,0.0026,0.718,0.846,0.0,0.11,-6.157,0.0354,0.407,115.002,179999
5mqjkbTgyEzxTQOArWTOs6,Not Going Home,57,5X4LWwbUFNzPkEas04uU82,DVBBS,70,6,1,4,0.0938,0.749,0.747,1.17e-05,0.256,-6.457,0.121,0.475,109.063,195187
0uHsAJedsYBJENdqe4nYHN,Need U,55,5X4LWwbUFNzPkEas04uU82,DVBBS,70,10,1,4,0.292,0.713,0.705,0.000359,0.126,-6.478,0.0999,0.47,114.994,219521
6NHJ0XoMhWDrRiPgVSxhmz,Loyal,54,5X4LWwbUFNzPkEas04uU82,DVBBS,70,0,0,4,0.0153,0.647,0.884,0.0,0.171,-5.313,0.358,0.517,110.001,162545
5D8sJEbM2zIAZkWn9wSDXl,GOMF,56,5X4LWwbUFNzPkEas04uU82,DVBBS,70,9,0,4,0.00198,0.749,0.659,0.000806,0.181,-6.746,0.0343,0.407,114.964,197217
7CTzuqi7g4vW8BXcEacvdB,GOMF,57,5X4LWwbUFNzPkEas04uU82,DVBBS,70,9,0,4,0.00198,0.749,0.659,0.000755,0.181,-6.746,0.0343,0.407,114.964,197217
63XV1peZpNd431dAJIOEiM,No Time (feat. Wiz Khalifa and PRINCE$$ ROSIE),56,5X4LWwbUFNzPkEas04uU82,DVBBS,70,11,0,4,0.243,0.68,0.72,0.0,0.164,-5.319,0.27,0.354,171.11,158892
5rIqv5zTQHohwgxSayIBog,Swim - LIZOT Remix,50,5X4LWwbUFNzPkEas04uU82,DVBBS,70,0,1,4,0.0177,0.714,0.936,0.001,0.493,-4.269,0.0379,0.576,126.034,140726
5JmstgdiZH4PmWB4wxlzN5,Need U,49,5X4LWwbUFNzPkEas04uU82,DVBBS,70,10,1,4,0.292,0.714,0.705,0.000386,0.126,-6.479,0.0995,0.471,114.994,219521
4XGqzhzg4PDmdPEMWmi7r8,Parallel Lines (feat. Happy Sometimes),46,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,1,4,0.212,0.726,0.723,0.0,0.113,-3.827,0.105,0.211,108.028,200469
3Xmrihk0q59DZe1jlGUKac,Listen Closely,44,5X4LWwbUFNzPkEas04uU82,DVBBS,70,5,1,4,0.0473,0.711,0.835,0.00557,0.131,-3.983,0.044,0.537,98.448,170441
40ZN3DCKsiw41kRO7JxoNZ,I Love It,50,5X4LWwbUFNzPkEas04uU82,DVBBS,70,8,1,4,0.0021,0.604,0.748,0.0,0.083,-5.343,0.0849,0.52,120.178,163000
0vZCG0H9KhtU7K8MEUVAoV,Tsunami,59,5X4LWwbUFNzPkEas04uU82,DVBBS,70,4,0,4,0.0483,0.699,0.839,0.655,0.0897,-5.353,0.0481,0.264,128.026,236706
226W9g0cv4fkRDP6H4wFQI,Somebody Like You,47,5X4LWwbUFNzPkEas04uU82,DVBBS,70,6,1,4,0.0276,0.689,0.734,3.45e-05,0.15,-7.838,0.0412,0.541,122.007,182592
2NFrkgZzweWIiC9tUrjDnx,Tsunami (Jump) [feat. Tinie Tempah] - Radio Edit,50,5X4LWwbUFNzPkEas04uU82,DVBBS,70,11,0,4,0.0421,0.699,0.982,0.000332,0.0854,-1.115,0.142,0.389,127.966,159492
7IyHW7N9oGM7VAQpc1UWJ3,This Is Dirty,48,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,0,4,0.000263,0.456,0.906,0.899,0.0955,-1.406,0.0737,0.084,128.073,295781
12i3cKDbbQB8f9o279iVVQ,Tsunami (Jump) [feat. Tinie Tempah],45,5X4LWwbUFNzPkEas04uU82,DVBBS,70,11,0,4,0.0421,0.699,0.982,0.000332,0.0854,-1.115,0.142,0.389,127.966,159492
1XzNgRI25OGdOL4C4m4UUc,Play It Cool - DVBBS Remix,26,5X4LWwbUFNzPkEas04uU82,DVBBS,70,9,0,4,0.00985,0.641,0.82,0.000556,0.055,-3.873,0.127,0.378,128.059,270013
4U2I9LYOZTuNufXkCHmtv6,Pyramids: Remake Remixed to DVBBS & Dropgun Feat Sanjin,22,5X4LWwbUFNzPkEas04uU82,DVBBS,70,10,1,4,0.00716,0.753,0.891,0.000291,0.109,-4.278,0.127,0.531,128.098,191599
2aESz6MFuH8T8gM0Ka5zTc,LA LA LAND,34,5X4LWwbUFNzPkEas04uU82,DVBBS,70,0,0,4,0.061,0.667,0.799,1.27e-05,0.106,-5.366,0.0728,0.475,139.988,205680
6ApMOK4YBFt2eIo4YSAFDO,Wrong About You,41,5X4LWwbUFNzPkEas04uU82,DVBBS,70,6,0,4,0.000559,0.785,0.876,0.816,0.329,-5.427,0.0443,0.723,124.016,195484
6HgWcisb1icZ70GNkFX9G1,This Is Dirty,30,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,0,3,0.00032,0.355,0.899,0.918,0.0947,-1.406,0.133,0.0735,191.648,295787
6uttIH7qm4x3snS3y8jR3K,Immortal - Original Mix,30,5X4LWwbUFNzPkEas04uU82,DVBBS,70,2,1,3,5.92e-05,0.14,0.971,0.411,0.0647,-3.715,0.158,0.448,195.012,302747
6NKVHO8qZ7y0ZLTh90PUyY,We Were Young - Original Mix,30,5X4LWwbUFNzPkEas04uU82,DVBBS,70,0,1,4,0.00902,0.464,0.904,0.0362,0.0546,-4.471,0.0909,0.0561,127.939,367640
0FoYiNKyfSVb1YnlvkhSBS,IDWK - Loud Luxury Remix,43,5X4LWwbUFNzPkEas04uU82,DVBBS,70,1,1,4,0.022,0.661,0.888,0.0,0.133,-4.918,0.0583,0.447,121.059,174765
5GobgT3MK3TE1CmD1L0ywt,Jackin',36,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,0,4,0.0152,0.666,0.974,0.535,0.0802,-2.681,0.2,0.375,128.031,202539
0rfqwCJCxAnNGJBjnYHHVm,Pyramids,27,5X4LWwbUFNzPkEas04uU82,DVBBS,70,10,1,4,0.000188,0.674,0.955,0.0379,0.0621,-1.463,0.0487,0.231,128.042,290627
5Lv0DRB5AbE0o2X7BjIije,Listen Closely,37,5X4LWwbUFNzPkEas04uU82,DVBBS,70,5,1,4,0.0473,0.71,0.835,0.00551,0.131,-3.983,0.044,0.537,98.452,170441
6cXrFTx5N4IM5tVffUwzGI,Ur on My Mind,43,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,1,4,0.0393,0.512,0.922,0.000435,0.429,-2.13,0.0564,0.412,128.054,211156
2MAw1HZWFo9jgBfhApAYx6,Need U - Club Mix,35,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,0,4,0.168,0.732,0.648,0.0798,0.118,-8.336,0.0398,0.0927,121.993,192787
1wojSLvDvnie1dVaRiMxjS,Somebody Like You,41,5X4LWwbUFNzPkEas04uU82,DVBBS,70,6,1,4,0.0276,0.689,0.735,3.35e-05,0.149,-7.838,0.0411,0.541,122.003,182592
4ywwa7DtMZ6J03YwPHnO4Z,Angel (feat. Dante Leon),42,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,0,4,0.0247,0.512,0.85,0.0,0.334,-4.956,0.0329,0.331,128.031,209652
7hSSHZsGAxXkOlEjobTkfL,Wrong About You,38,5X4LWwbUFNzPkEas04uU82,DVBBS,70,6,0,4,0.000559,0.785,0.876,0.817,0.329,-5.427,0.0448,0.721,124.012,195484
2BpQEEpPFuBGuLa5DiZgBN,Raveology - Original Mix,22,5X4LWwbUFNzPkEas04uU82,DVBBS,70,9,1,4,0.0164,0.634,0.99,0.785,0.0834,-3.035,0.0714,0.573,127.983,262520
1lx3AG1sWLBX7kHfs4HM4i,Never Leave - Extended Mix,22,5X4LWwbUFNzPkEas04uU82,DVBBS,70,0,1,4,0.0275,0.615,0.872,9.98e-06,0.352,-2.914,0.0433,0.287,127.878,276040
6tXnAv5UwFYt8jjazCvANq,Cozee,34,5X4LWwbUFNzPkEas04uU82,DVBBS,70,6,1,4,0.03,0.79,0.755,0.0,0.297,-4.352,0.0649,0.54,97.955,190981
2k5uqVWF6Wh3k9smZFzGh6,Wicked Ways,35,5X4LWwbUFNzPkEas04uU82,DVBBS,70,10,0,4,0.0567,0.583,0.861,1.23e-05,0.0836,-2.769,0.0728,0.269,128.046,218079
5ZFpNUqlOvYbGM9hIIKwSv,White Clouds - Original Version,21,5X4LWwbUFNzPkEas04uU82,DVBBS,70,10,0,4,0.00137,0.567,0.853,5.36e-05,0.277,-3.822,0.0657,0.506,127.949,289213
5EJ4ZZYq48iYMGE9xpr4ti,You Found Me,31,5X4LWwbUFNzPkEas04uU82,DVBBS,70,9,0,4,0.00448,0.532,0.895,0.0,0.108,-3.593,0.243,0.576,125.974,176103
0AQXwDzxPYciomXYbC7pkZ,Know Love,20,5X4LWwbUFNzPkEas04uU82,DVBBS,70,10,0,4,0.0862,0.537,0.85,0.0,0.311,-3.536,0.15,0.378,109.131,211897
2LjSxixYmiVcMF2LJhkJd4,Dreamers,23,5X4LWwbUFNzPkEas04uU82,DVBBS,70,1,1,4,0.0842,0.602,0.771,0.0,0.134,-4.096,0.0432,0.38,119.931,190000
33qJwWQzCnoEex3bZJIsKU,24k,36,5X4LWwbUFNzPkEas04uU82,DVBBS,70,5,0,4,0.00335,0.589,0.978,0.204,0.606,-3.463,0.078,0.339,149.992,187285
3f10VNGOd66levPhLXjg4V,Deja Vu - Original Mix,18,5X4LWwbUFNzPkEas04uU82,DVBBS,70,1,1,4,0.00438,0.631,0.779,0.142,0.0682,-3.878,0.0446,0.109,127.99,368387
5DpwdlFPhXJSmgVMQMtlmU,I Love It,37,5X4LWwbUFNzPkEas04uU82,DVBBS,70,8,1,4,0.0021,0.604,0.748,0.0,0.083,-5.343,0.0849,0.52,120.178,163000
4O3BTCfWDaADCz1jT5zMck,Catch,17,5X4LWwbUFNzPkEas04uU82,DVBBS,70,1,1,4,0.0417,0.547,0.662,0.0,0.106,-6.076,0.101,0.132,93.904,217838
0fS2nZEKwmIMddUHZwxrzl,GOMF - Vanillaz Remix,35,5X4LWwbUFNzPkEas04uU82,DVBBS,70,11,0,4,0.00397,0.761,0.642,0.0522,0.087,-7.221,0.0522,0.558,123.954,175161
4zGxwTqQDdyynY19q3dpjK,Moonrock,30,5X4LWwbUFNzPkEas04uU82,DVBBS,70,1,1,4,0.0078,0.787,0.887,8.34e-05,0.294,-2.286,0.368,0.81,150.031,164319
04bQwUsZXNj8iFPg67orvF,Tsunami - Radio Edit,38,5X4LWwbUFNzPkEas04uU82,DVBBS,70,11,0,4,0.00951,0.651,0.922,0.741,0.233,-3.667,0.0532,0.35,128.084,186352
12oa9eQos59J4VaLJC5UKv,Make It Last,31,5X4LWwbUFNzPkEas04uU82,DVBBS,70,9,0,4,0.0251,0.552,0.771,1.54e-06,0.322,-3.721,0.0335,0.156,140.062,218767
7DNorIUmJyqzXXMqX7UlwZ,Heavy On My Heart,15,5X4LWwbUFNzPkEas04uU82,DVBBS,70,0,1,4,0.014,0.561,0.935,0.000339,0.249,-2.702,0.0478,0.505,158.042,211209
1aeahccGnVfB5475IjE6SI,Fiya Blaza,15,5X4LWwbUFNzPkEas04uU82,DVBBS,70,5,0,4,0.083,0.59,0.95,1.45e-05,0.0735,-2.388,0.0715,0.686,155.057,217815
1ID868sr0mFWwXBSDxWINx,GOMF - Tim Baresko Remix,32,5X4LWwbUFNzPkEas04uU82,DVBBS,70,11,0,4,0.132,0.752,0.72,0.00164,0.0936,-10.127,0.0606,0.585,123.983,174194
6YsE53JPzWUM10Bvs87OFC,Good Time (feat. 24hrs) (feat. 24hrs),28,5X4LWwbUFNzPkEas04uU82,DVBBS,70,6,0,4,0.181,0.691,0.731,0.0,0.138,-4.151,0.0301,0.266,105.008,213751
40aNwNDYtYO0kFcdesTgmy,Doja (No Lie),24,5X4LWwbUFNzPkEas04uU82,DVBBS,70,4,0,4,0.0414,0.415,0.942,0.0,0.0672,-3.481,0.0974,0.279,125.019,222720
2CE6iqGWCwQ39Va819rSH4,Parallel Lines,11,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,1,4,0.212,0.726,0.723,0.0,0.113,-3.827,0.105,0.211,108.028,200469
7t8uenr283aY3ybrGjEGgI,Without U,32,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,1,4,0.0314,0.571,0.893,7.86e-06,0.118,-3.472,0.441,0.255,149.982,224004
2ozzt1UG2G1GmWvvM6s1Rv,Just Hold On - DVBBS Remix,23,5X4LWwbUFNzPkEas04uU82,DVBBS,70,11,1,4,0.0324,0.614,0.839,0.0,0.131,-3.05,0.0429,0.351,110.009,216000
73UFFghcYROcY9crRkQPDG,Sundown (Interlude),11,5X4LWwbUFNzPkEas04uU82,DVBBS,70,0,0,4,0.00454,0.526,0.811,7.68e-05,0.208,-5.655,0.0412,0.182,104.907,189405
4CbZHIx5saiOF9gJywgONE,IDWK - Yellow Claw Remix,25,5X4LWwbUFNzPkEas04uU82,DVBBS,70,1,1,4,0.00453,0.621,0.933,0.13,0.104,-3.54,0.0515,0.352,130.001,236463
5nXuyE74O5Iq2Ai9g5Pxeo,Without U (feat. 2 Chainz),30,5X4LWwbUFNzPkEas04uU82,DVBBS,70,7,1,4,0.0301,0.583,0.891,3.25e-06,0.129,-3.495,0.447,0.315,149.843,224092
18iKrwXVETwe7XON05nZho,IDWK - Ido B & Zooki Remix,28,5X4LWwbUFNzPkEas04uU82,DVBBS,70,2,1,4,0.00478,0.609,0.97,7.71e-05,0.353,-3.103,0.163,0.568,150.05,182100
5ymt98Pwbl4H0OlYGlLoTf,Love & Lies - Single Version,8,5X4LWwbUFNzPkEas04uU82,DVBBS,70,0,0,4,0.00711,0.448,0.669,0.265,0.182,-7.536,0.0354,0.24,129.927,209373
071JDnkBTWWZeaZNtICk2b,LA LA LAND - Corporate Slackrs Remix,8,5X4LWwbUFNzPkEas04uU82,DVBBS,70,0,0,4,0.128,0.596,0.884,0.000165,0.144,-5.482,0.136,0.539,140.064,199040
